8.46292	0.243462	-3	0
8.31369	0.243508	-2.96975	0.00180978
8.28716	0.247054	-0.540001	0.0712927
8.26936	0.250486	-0.437014	0.0701358
8.17108	0.251038	-1.6337	0.0254759
8.0969	0.249314	-1.53285	0.00633343
7.89026	0.231541	-3.46597	-0.132327
7.7335	0.190564	-3.39456	-0.30658
7.57508	0.169751	-3.24056	-0.331713
7.4317	0.155291	-3.17524	-0.321571
7.33477	0.124737	-2.07233	-0.37343
7.24165	0.0676627	-1.99975	-0.552716
7.09188	0.0289751	-2.6761	-0.595102
6.96472	-0.0296226	-2.61361	-0.723705
6.86795	-0.0972065	-1.81907	-0.875427
6.78296	-0.203477	-1.77843	-1.16644
6.67669	-0.287451	-2.03644	-1.28941
6.58623	-0.405372	-2.01692	-1.55819
6.54343	-0.515833	-1.12489	-1.78207
6.49968	-0.625161	-1.0982	-1.88202
6.46002	-0.774346	-0.69412	-2.15825
6.42276	-0.970319	-0.721591	-2.54771
6.33169	-1.10759	-1.54205	-2.42228
6.24805	-1.24488	-1.54102	-2.44255
6.31093	-1.4504	0.676434	-3.18606
6.34916	-1.63941	0.670043	-3.25483
6.29453	-1.76912	-0.730687	-2.77818
6.2519	-1.92874	-0.76579	-2.88205
6.28819	-2.11417	0.446791	-3.40858
6.32285	-2.2606	0.505252	-3.28601
6.31702	-2.41118	-0.0858416	-2.95263
6.32354	-2.55952	-0.0371415	-2.87944
6.36834	-2.72974	0.606604	-3.12943
6.41664	-2.87087	0.684385	-2.97568
6.43294	-3.00147	0.351335	-2.76027
6.44694	-3.14512	0.334437	-2.78825
6.49642	-3.31694	0.816062	-3.06009
6.54604	-3.47217	0.844902	-2.99839
6.62446	-3.63885	1.27104	-3.16048
6.72118	-3.77733	1.39687	-2.98287
6.78166	-3.91948	1.06052	-2.71734
6.8475	-4.06118	1.09345	-2.67675
6.90185	-4.20444	1.0295	-2.63437
6.95466	-4.3496	1.01644	-2.63872
6.98916	-4.47146	0.607119	-2.32208
7.03595	-4.57447	0.678166	-2.2063
7.09718	-4.70485	1.01427	-2.39946
7.14728	-4.84856	0.982756	-2.45335
7.24361	-5.01466	1.5818	-2.88687
7.32539	-5.16931	1.56818	-2.87445
7.38473	-5.30377	1.2108	-2.58998
7.44892	-5.44997	1.19853	-2.60698
7.52654	-5.58903	1.25024	-2.58175
7.6225	-5.69494	1.38234	-2.41162
7.68765	-5.81733	1.27685	-2.32044
7.74827	-5.95286	1.23542	-2.36125
7.85719	-6.10976	2.00377	-2.97814
7.95999	-6.25245	2.01955	-2.95077
8.04552	-6.38259	1.46748	-2.44732
8.14902	-6.4844	1.58059	-2.29631
8.21976	-6.60265	1.45332	-2.21706
8.2795	-6.74288	1.36402	-2.30748
8.35733	-6.87133	1.4851	-2.40425
8.44952	-6.98306	1.54255	-2.31481
8.51421	-7.09308	1.4587	-2.26678
8.5672	-7.22875	1.36582	-2.3725
8.66585	-7.38165	1.90041	-2.87385
8.74923	-7.53673	1.8475	-2.92844
8.80509	-7.65397	1.04968	-2.20772
8.86038	-7.77026	1.04557	-2.1902
8.93115	-7.90239	1.38875	-2.52718
8.98438	-8.04017	1.31955	-2.58579
9.01571	-8.14398	0.782263	-2.08932
9.06185	-8.25244	0.799662	-2.06196
9.13386	-8.39317	1.29043	-2.5577
9.17678	-8.54032	1.19347	-2.65066
9.21416	-8.65858	0.726389	-2.20215
9.25296	-8.77694	0.724644	-2.19281
9.37345	-8.97884	2.07325	-3.55432
9.46654	-9.16105	2.0306	-3.58106
9.50624	-9.27116	1.00765	-2.52773
9.55971	-9.38314	1.034	-2.47221
9.59541	-9.49646	0.881453	-2.34631
9.59828	-9.64471	0.700296	-2.49848
9.65406	-9.79852	1.02544	-2.87002
9.68446	-9.95053	0.940363	-2.92004
9.70327	-10.0726	0.476622	-2.41185
9.74592	-10.1785	0.56241	-2.29969
9.7913	-10.3145	0.737373	-2.50012
9.79292	-10.4661	0.580574	-2.62832
9.82926	-10.6184	0.745122	-2.82201
9.86639	-10.7698	0.733768	-2.81042
9.8824	-10.8987	0.356266	-2.39585
9.87216	-11.0476	0.227259	-2.48266
9.88872	-11.1835	0.359239	-2.66252
9.87516	-11.3404	0.217243	-2.77459
9.88431	-11.4857	0.208515	-2.80584
9.86803	-11.6398	0.0941271	-2.87793
9.82935	-11.7316	-0.650017	-1.97381
9.77443	-11.8442	-0.749116	-2.04187
9.75262	-11.976	-0.424395	-2.49878
9.68945	-12.1322	-0.616191	-2.64287
9.64243	-12.2429	-0.955697	-2.19947
9.576	-12.3599	-1.03465	-2.23958
9.49513	-12.4364	-1.43779	-1.71289
9.391	-12.5429	-1.58335	-1.81031
9.31607	-12.6632	-1.39598	-2.09116
9.23439	-12.776	-1.41417	-2.08742
9.11844	-12.8167	-2.17743	-0.989337
8.91757	-12.9245	-2.59619	-1.25796
8.77385	-12.9982	-2.55679	-1.34877
8.65319	-13.0574	-2.46423	-1.28463
8.51741	-13.0997	-2.69682	-0.903495
8.36887	-13.1526	-2.75868	-0.938987
8.20038	-13.1634	-3.09295	-0.319203
8.03833	-13.171	-3.05159	-0.280432
7.86918	-13.1777	-3.05229	-0.248279
7.73817	-13.1721	-2.88508	-0.160315
7.6151	-13.2253	-2.56203	-0.777467
7.46988	-13.2672	-2.6344	-0.800003
7.30145	-13.2577	-2.97931	-0.102143
7.15327	-13.2524	-2.90529	-0.0566814
6.98216	-13.19	-3.27904	0.752718
6.83396	-13.1466	-3.20786	0.781778
6.66816	-13.1156	-3.13544	0.678124
6.52936	-13.0656	-2.98356	0.73936
6.38131	-13.0628	-2.73073	0.183708
6.24711	-13.0481	-2.65927	0.207945
6.09143	-13.007	-2.83902	0.648049
5.94225	-12.9645	-2.80469	0.673738
5.77882	-12.8551	-3.2458	1.80555
5.63839	-12.7526	-3.1418	1.8556
5.49214	-12.7065	-2.71667	0.871778
5.39468	-12.6433	-2.48139	0.948446
5.24514	-12.5325	-2.76407	1.7786
5.10872	-12.438	-2.69871	1.77675
4.97379	-12.3554	-2.57699	1.55546
4.88805	-12.2517	-2.32149	1.64197
4.76837	-12.1416	-2.39785	1.93634
4.70394	-12.0359	-2.1498	1.99722
4.59495	-11.911	-2.15449	2.20353
4.57257	-11.757	-1.71111	2.35665
4.50833	-11.6625	-1.40508	1.75907
4.4948	-11.5516	-1.11703	1.83894
4.40438	-11.3456	-1.74915	3.60402
4.38347	-11.1462	-1.44453	3.70487
4.36147	-11.0448	-0.701086	2.02433
4.39149	-10.9157	-0.388553	2.12087
4.36975	-10.7695	-0.511467	2.56161
4.40105	-10.6173	-0.24394	2.63506
4.39516	-10.4777	-0.211554	2.61882
4.41296	-10.3271	-0.0786827	2.6599
4.42768	-10.1901	0.0567244	2.51783
4.49367	-10.033	0.343269	2.62125
4.52713	-9.88985	0.405481	2.63636
4.59406	-9.73341	0.606943	2.70702
4.62734	-9.56621	0.574379	2.85975
4.6951	-9.41012	0.729262	2.88518
4.76981	-9.28226	1.05051	2.45105
4.88885	-9.12638	1.32843	2.57185
4.96884	-9.01126	1.51111	2.30421
5.03463	-8.91161	1.45672	2.24629
5.11884	-8.78609	1.42382	2.34446
5.23426	-8.63907	1.59402	2.43906
5.33934	-8.54021	1.89216	2.06179
5.44206	-8.43184	1.93003	2.08756
5.53912	-8.32482	1.84352	2.11009
5.58922	-8.23725	1.60961	1.96079
5.67867	-8.11835	1.60291	2.02878
5.81284	-7.97539	1.81616	2.1835
5.92573	-7.8608	1.96231	2.05215
6.04713	-7.73905	2.02366	2.09758
6.15472	-7.6261	2.00563	2.08505
6.25571	-7.52419	1.95829	2.02915
6.369	-7.42158	2.0347	1.93263
6.46018	-7.3384	1.93514	1.82659
6.5828	-7.25642	2.33728	1.48919
6.72741	-7.15913	2.46344	1.60449
6.80865	-7.03533	1.79156	2.17123
6.88494	-6.93577	1.68999	2.07139
7.02475	-6.85868	2.31904	1.52026
7.15836	-6.7649	2.35043	1.56579
7.25581	-6.65676	1.86612	1.96197
7.35501	-6.55429	1.8495	1.93779
7.51613	-6.50435	2.83738	1.17218
7.65432	-6.45338	2.81715	1.13849
7.77158	-6.37744	2.36627	1.40847
7.87442	-6.33363	2.2408	1.24553
7.99833	-6.26451	2.22235	1.26593
8.13496	-6.17053	2.29337	1.37851
8.22654	-6.07846	1.92886	1.6686
8.33541	-5.97203	1.99126	1.77435
8.49894	-5.89876	2.78475	1.30524
8.64798	-5.84206	2.7593	1.23915
8.74769	-5.74557	1.97145	1.71158
8.85711	-5.64766	1.97746	1.72809
8.9565	-5.56176	1.93344	1.75263
9.05586	-5.46514	1.94891	1.79186
9.20684	-5.38439	2.7363	1.38407
9.35012	-5.3193	2.70467	1.33066
9.43579	-5.22371	1.81447	1.74579
9.53983	-5.12703	1.82883	1.75237
9.63825	-5.04043	1.74189	1.74462
9.74278	-4.93417	1.77718	1.79703
9.83762	-4.83398	1.6689	1.84746
9.93512	-4.73407	1.6855	1.84428
10.0181	-4.61726	1.52301	1.97028
10.1208	-4.47322	1.60436	2.14168
10.2121	-4.34239	1.62735	2.2018
10.3255	-4.18235	1.72261	2.39136
10.4582	-4.06158	2.17723	2.24207
10.568	-3.94665	2.1429	2.1975
10.6683	-3.82486	1.85703	2.26934
10.7624	-3.7283	1.81976	2.13794
10.8101	-3.60185	1.05321	2.33924
10.8656	-3.46856	1.04845	2.35885
10.9724	-3.35225	1.86608	2.19399
11.0696	-3.19839	1.89832	2.39537
11.1168	-3.04961	0.994982	2.63364
11.1689	-2.88568	0.993353	2.71767
11.2202	-2.72969	0.988021	2.7463
11.2719	-2.56607	0.983916	2.80215
11.217	-2.40111	-0.575262	3.04902
11.1782	-2.24822	-0.599777	2.97788
